review_scores_rating,price,property_type,neighbourhood_cleansed,host_is_superhost,availability_30,availability_60,availability_90,instant_bookable,calculated_host_listings_count,reviews_per_month
98.0,118.0,Entire apartment,Excelsior,t,15,16,32,f,1,5.52
87.0,89.0,Room in hotel,Marina,f,28,58,79,t,16,2.94
90.0,89.0,Room in hotel,Marina,f,29,59,79,t,16,1.94
100.0,296.0,Entire apartment,Potrero Hill,f,1,1,1,f,24,0.08
88.0,69.0,Room in boutique hotel,Downtown/Civic Center,f,9,31,31,t,51,1.44
98.0,70.0,Private room in apartment,Castro/Upper Market,t,0,0,0,f,1,1.35
97.0,80.0,Private room in house,Excelsior,t,30,60,90,f,3,1.59
96.0,196.0,Entire apartment,Noe Valley,f,0,0,0,f,1,0.15
98.0,59.0,Private room in house,Excelsior,t,0,0,0,f,3,1.82
94.0,320.0,Entire condominium,Marina,t,11,20,50,t,1,1.28
96.0,118.0,Entire guest suite,Noe Valley,t,28,40,69,f,2,5.16
98.0,550.0,Entire house,Noe Valley,t,0,0,0,f,2,0.26
87.0,70.0,Entire apartment,Mission,t,18,48,78,t,2,0.29
93.0,38.0,Shared room in bed and breakfast,North Beach,t,0,0,0,f,26,3.57
100.0,125.0,Private room in house,Twin Peaks,f,30,60,89,f,1,0.07
100.0,585.0,Entire house,Noe Valley,f,0,0,0,t,1,0.23
98.0,75.0,Private room in guest suite,Haight Ashbury,t,16,39,68,f,1,4.0
99.0,228.0,Entire condominium,Downtown/Civic Center,t,30,60,90,f,19,0.69
92.0,200.0,Entire condominium,Potrero Hill,t,0,7,37,f,3,0.23
94.0,100.0,Entire guest suite,Outer Sunset,f,24,54,83,t,1,4.21
100.0,301.0,Entire condominium,North Beach,f,29,59,89,f,13,0.17
96.0,69.0,Private room in house,Western Addition,t,26,53,78,t,1,3.8
88.0,67.0,Room in boutique hotel,Downtown/Civic Center,f,9,31,31,t,51,1.26
97.0,52.0,Private room in house,Mission,f,29,59,89,f,5,0.73
93.0,125.0,Entire house,Bernal Heights,f,28,58,88,f,1,0.07
95.0,350.0,Entire house,West of Twin Peaks,f,0,0,0,f,1,0.16
98.0,250.0,Entire apartment,Potrero Hill,f,0,0,0,f,1,0.35
97.0,75.0,Private room in house,Outer Sunset,t,0,0,0,t,5,2.36
93.0,75.0,Private room in house,Outer Sunset,t,29,59,89,f,5,0.05
98.0,124.0,Entire house,Bernal Heights,t,0,0,0,t,2,0.44
100.0,64.0,Private room in house,Bernal Heights,t,0,0,0,f,1,0.08
100.0,250.0,Entire apartment,Twin Peaks,t,0,10,40,f,1,0.69
100.0,500.0,Entire apartment,Marina,t,1,9,39,f,1,0.83
88.0,100.0,Private room in apartment,Twin Peaks,f,0,0,0,f,4,0.43
96.0,85.0,Entire house,Visitacion Valley,t,0,0,0,t,2,0.49
100.0,250.0,Private room in condominium,Twin Peaks,f,30,60,90,f,4,0.02
100.0,124.0,Entire apartment,Downtown/Civic Center,f,0,0,9,t,24,0.06
90.0,155.0,Entire apartment,Russian Hill,f,23,53,83,f,2,0.04
93.0,126.0,Entire apartment,Castro/Upper Market,f,0,0,0,f,1,0.09
95.0,83.0,Private room in bed and breakfast,Chinatown,t,0,0,0,f,26,0.97
92.0,86.0,Private room in bed and breakfast,Chinatown,t,0,0,0,f,26,0.9
94.0,38.0,Shared room in bed and breakfast,North Beach,t,0,0,0,f,26,3.31
88.0,139.0,Room in hotel,Marina,f,30,59,89,t,16,2.78
93.0,105.0,Entire apartment,Russian Hill,t,29,59,89,t,1,2.06
95.0,38.0,Shared room in bed and breakfast,Chinatown,t,0,0,0,f,26,2.59
97.0,87.0,Private room in townhouse,Western Addition,t,30,60,90,f,1,0.4
90.0,49.0,Private room in apartment,Downtown/Civic Center,f,30,60,90,t,8,5.25
94.0,38.0,Shared room in bed and breakfast,Chinatown,t,0,0,0,f,26,3.01
95.0,38.0,Shared room in bed and breakfast,North Beach,t,0,0,0,f,26,3.83
90.0,54.0,Private room in apartment,Downtown/Civic Center,f,28,58,88,t,8,5.79
92.0,49.0,Private room in apartment,Downtown/Civic Center,f,25,52,82,t,8,5.19
90.0,56.0,Private room in apartment,Downtown/Civic Center,f,26,56,86,t,8,7.52
89.0,49.0,Private room in apartment,Downtown/Civic Center,f,27,57,87,t,8,6.39
92.0,54.0,Private room in apartment,Downtown/Civic Center,f,7,37,67,t,8,5.62
97.0,250.0,Entire guest suite,Western Addition,t,20,50,80,t,3,4.32
93.0,49.0,Private room in house,Inner Richmond,f,8,18,38,t,2,5.84
91.0,55.0,Private room in house,Inner Richmond,f,7,7,7,f,2,7.02
92.0,125.0,Entire apartment,Inner Richmond,f,26,56,85,f,1,3.6
99.0,200.0,Private room in guest suite,Western Addition,t,22,52,82,t,3,3.78
93.0,153.0,Entire guest suite,Outer Sunset,t,30,60,84,t,1,4.82
92.0,135.0,Entire guest suite,Nob Hill,f,29,59,89,f,1,1.28
100.0,68.0,Private room in condominium,Mission,t,23,53,82,f,2,1.77
97.0,775.0,Entire house,Haight Ashbury,f,0,0,0,f,1,0.9
89.0,54.0,Private room in apartment,Downtown/Civic Center,f,14,39,69,t,8,6.89
99.0,139.0,Private room in house,Western Addition,t,0,0,0,t,3,8.57
96.0,179.0,Private room in apartment,Mission,f,6,36,66,f,1,0.43
87.0,100.0,Private room in apartment,Nob Hill,f,30,60,90,t,10,0.09
90.0,90.0,Entire apartment,Outer Sunset,t,7,37,67,f,3,1.42
89.0,192.0,Entire condominium,Noe Valley,f,0,0,0,f,13,0.11
100.0,178.0,Entire apartment,Lakeshore,t,0,0,0,f,1,3.08
87.0,65.0,Room in boutique hotel,Downtown/Civic Center,f,14,36,36,t,51,1.42
87.0,65.0,Room in boutique hotel,Downtown/Civic Center,f,14,36,36,t,51,1.77
87.0,65.0,Room in boutique hotel,Downtown/Civic Center,f,14,36,36,t,51,0.76
92.0,65.0,Room in boutique hotel,Downtown/Civic Center,f,9,31,31,f,51,0.83
89.0,65.0,Room in boutique hotel,Downtown/Civic Center,f,14,36,36,t,51,1.2
90.0,65.0,Room in boutique hotel,Downtown/Civic Center,f,9,31,31,f,51,0.93
98.0,69.0,Private room in apartment,Western Addition,f,0,7,37,f,2,0.13
98.0,65.0,Private room in apartment,Noe Valley,t,30,60,90,f,2,3.09
100.0,366.0,Room in boutique hotel,Chinatown,t,30,55,85,f,15,0.07
95.0,90.0,Entire apartment,Nob Hill,t,3,28,58,f,1,2.34
98.0,115.0,Entire guest suite,West of Twin Peaks,t,19,49,79,t,2,5.78
99.0,125.0,Private room in house,Golden Gate Park,t,0,0,0,t,1,1.71
83.0,60.0,Private room in apartment,Crocker Amazon,f,28,58,88,t,5,1.23
100.0,108.0,Private room in apartment,Presidio Heights,f,30,60,90,f,1,0.64
97.0,149.0,Entire house,Parkside,t,26,56,86,f,1,2.38
85.0,60.0,Private room in house,Crocker Amazon,f,30,60,90,t,5,0.36
91.0,60.0,Private room in house,Crocker Amazon,f,9,39,69,t,5,0.37
92.0,59.0,Private room in house,Outer Mission,f,9,39,69,t,5,0.65
99.0,550.0,Entire apartment,Haight Ashbury,f,29,59,89,f,1,0.24
91.0,65.0,Entire house,Crocker Amazon,f,0,0,0,t,5,0.8
100.0,100.0,Entire apartment,Haight Ashbury,f,24,54,84,f,8,0.04
93.0,122.0,Private room in guest suite,Bayview,t,30,60,90,f,1,1.27
97.0,257.0,Entire apartment,Western Addition,t,2,2,2,t,1,1.33
90.0,103.0,Entire apartment,Parkside,f,25,55,85,f,1,4.55
98.0,110.0,Entire guest suite,Potrero Hill,t,0,0,0,t,1,2.32
93.0,99.0,Private room in bed and breakfast,Chinatown,t,0,0,0,f,26,2.96
98.0,240.0,Entire apartment,Haight Ashbury,f,0,0,0,t,1,0.58
30.0,125.0,Private room in apartment,Bayview,f,30,60,90,t,12,0.06
96.0,60.0,Private room in apartment,Haight Ashbury,t,6,36,66,f,1,0.43
100.0,479.0,Entire condominium,Pacific Heights,f,21,51,81,f,2,0.07
99.0,150.0,Private room in apartment,Noe Valley,t,24,54,84,f,1,2.16
92.0,90.0,Private room in apartment,Twin Peaks,f,30,60,90,f,4,0.31
95.0,160.0,Entire apartment,Mission,t,11,41,70,f,2,2.69
99.0,290.0,Entire condominium,South of Market,f,29,59,89,f,1,0.3
97.0,100.0,Private room in apartment,Noe Valley,f,21,30,60,f,1,0.92
90.0,99.0,Room in hotel,Pacific Heights,f,20,20,20,t,16,3.65
99.0,250.0,Entire apartment,Castro/Upper Market,f,0,9,39,f,1,1.0
100.0,650.0,Entire house,Bernal Heights,f,8,8,30,f,1,0.33
99.0,73.0,Private room in house,Twin Peaks,t,30,60,90,t,3,4.94
98.0,200.0,Entire apartment,Outer Richmond,t,0,0,0,t,2,5.94
100.0,162.0,Entire apartment,South of Market,t,29,59,89,f,1,0.26
98.0,182.0,Private room in house,Marina,t,0,0,16,f,3,4.6
97.0,139.0,Entire guest suite,Inner Sunset,t,5,35,65,f,1,1.66
97.0,425.0,Entire apartment,Mission,t,0,0,0,f,1,1.25
90.0,154.0,Entire apartment,Haight Ashbury,f,30,60,90,f,1,0.12
94.0,299.0,Entire house,Western Addition,f,15,45,75,f,1,0.38
97.0,165.0,Entire apartment,Noe Valley,t,0,0,0,f,1,1.79
97.0,105.0,Entire house,Inner Sunset,t,21,51,81,t,1,5.11
80.0,414.0,Private room in apartment,Haight Ashbury,f,2,2,2,f,2,0.03
97.0,110.0,Entire apartment,Nob Hill,f,30,60,90,f,3,0.23
93.0,110.0,Entire apartment,Chinatown,f,30,60,90,f,3,0.18
90.0,105.0,Entire apartment,Inner Richmond,f,21,43,43,f,1,0.58
97.0,117.0,Entire house,Excelsior,t,19,49,79,f,1,2.65
100.0,150.0,Private room in guest suite,Noe Valley,f,28,58,88,f,1,0.09
97.0,495.0,Entire apartment,North Beach,f,0,0,0,f,1,0.73
89.0,102.0,Entire apartment,Marina,f,0,0,9,t,2,0.91
99.0,184.0,Entire house,Mission,t,18,18,18,f,2,1.63
99.0,184.0,Entire apartment,Haight Ashbury,t,28,58,73,t,1,3.26
96.0,80.0,Private room in apartment,Western Addition,f,0,0,13,f,1,3.39
98.0,47.0,Private room in house,Excelsior,t,0,0,11,f,2,1.04
97.0,225.0,Private room in house,Inner Richmond,t,30,60,90,t,4,0.43
99.0,214.0,Private room in guest suite,Glen Park,t,30,60,90,f,1,2.45
100.0,235.0,Entire apartment,Castro/Upper Market,f,30,60,90,f,2,0.13
97.0,60.0,Private room in apartment,Outer Sunset,f,30,60,90,f,1,0.48
95.0,75.0,Private room in condominium,Western Addition,t,0,0,0,f,2,0.32
96.0,320.0,Entire house,Glen Park,t,5,5,5,t,1,1.66
90.0,125.0,Entire condominium,Potrero Hill,f,0,0,0,f,2,0.03
99.0,249.0,Entire apartment,Downtown/Civic Center,f,1,1,1,f,1,0.26
100.0,500.0,Entire apartment,Bernal Heights,t,13,43,73,t,1,0.19
100.0,799.0,Entire condominium,Financial District,f,3,33,63,f,4,0.11
100.0,1252.0,Entire condominium,Financial District,f,2,2,2,f,4,0.03
100.0,699.0,Entire condominium,Financial District,f,3,33,38,f,4,0.03
88.0,145.0,Entire apartment,Russian Hill,f,10,10,10,f,24,0.14
97.0,109.0,Entire house,Bayview,t,0,0,0,f,3,0.22
99.0,50.0,Private room in house,Excelsior,t,0,0,3,t,1,2.01
100.0,235.0,Entire apartment,Castro/Upper Market,f,30,60,90,f,2,0.07
94.0,80.0,Private room in townhouse,Bernal Heights,f,9,39,68,t,1,2.89
100.0,190.0,Entire condominium,North Beach,f,29,59,89,f,1,0.35
99.0,136.0,Entire guest suite,Presidio Heights,t,0,0,0,f,1,5.44
97.0,350.0,Entire condominium,North Beach,f,0,0,0,f,1,0.11
95.0,218.0,Entire apartment,Outer Sunset,f,0,0,0,f,1,2.31
88.0,140.0,Entire apartment,Bernal Heights,t,20,50,80,f,1,0.12
100.0,233.0,Entire house,Bernal Heights,f,0,0,0,f,1,0.11
98.0,236.0,Entire house,Bernal Heights,t,29,59,89,f,1,1.26
98.0,150.0,Entire guest suite,Inner Sunset,t,20,43,73,t,1,1.52
95.0,308.0,Private room in house,Russian Hill,t,0,0,0,f,1,4.96
93.0,93.0,Private room in house,West of Twin Peaks,t,8,38,67,f,3,0.13
99.0,176.0,Entire guest suite,Castro/Upper Market,t,30,60,90,f,1,5.77
98.0,148.0,Entire guest suite,Castro/Upper Market,t,27,57,87,f,1,9.05
87.0,149.0,Room in hotel,Marina,f,30,60,90,t,16,3.48
98.0,140.0,Entire apartment,Mission,t,9,16,16,t,1,3.4
97.0,142.0,Entire guest suite,Outer Sunset,t,12,42,62,t,1,2.49
97.0,125.0,Entire guest suite,Mission,f,0,0,0,t,1,0.19
98.0,144.0,Private room in apartment,Mission,t,15,36,44,t,1,2.4
97.0,53.0,Private room in house,Parkside,t,0,0,0,f,2,5.42
98.0,570.0,Entire condominium,Nob Hill,f,0,0,9,f,3,0.5
94.0,76.0,Entire apartment,Visitacion Valley,t,0,26,56,t,2,2.51
98.0,249.0,Entire apartment,Castro/Upper Market,f,30,60,90,t,1,1.25
97.0,130.0,Entire house,Potrero Hill,t,23,53,83,f,1,5.02
95.0,300.0,Entire loft,Financial District,f,0,0,0,f,1,0.13
85.0,142.0,Room in hotel,Marina,f,27,57,87,t,16,3.15
96.0,85.0,Entire apartment,Western Addition,t,0,0,11,f,9,0.22
96.0,350.0,Entire apartment,Castro/Upper Market,f,18,28,58,f,1,0.08
100.0,350.0,Entire apartment,Noe Valley,t,9,39,69,f,1,1.44
98.0,98.0,Entire apartment,Outer Sunset,f,2,3,3,f,1,1.8
95.0,255.0,Entire apartment,Western Addition,f,0,0,0,t,1,0.83
95.0,90.0,Entire apartment,Inner Sunset,f,0,0,0,f,1,1.12
96.0,125.0,Entire apartment,Mission,f,0,0,0,f,1,2.77
94.0,170.0,Entire house,Potrero Hill,f,0,0,0,t,1,1.05
100.0,151.0,Entire apartment,Nob Hill,t,29,59,89,t,1,0.36
97.0,43.0,Private room in house,Outer Mission,t,17,47,77,t,2,0.88
100.0,300.0,Entire apartment,Mission,f,0,0,0,f,1,0.12
97.0,200.0,Entire condominium,Western Addition,t,0,0,0,f,4,0.22
98.0,150.0,Private room in condominium,Western Addition,t,30,60,90,t,4,0.62
97.0,500.0,Entire house,Noe Valley,t,0,7,37,f,1,1.67
99.0,119.0,Private room in condominium,South of Market,t,9,39,68,f,1,1.65
60.0,200.0,Private room in house,Nob Hill,f,30,60,90,f,1,0.03
96.0,169.0,Entire condominium,North Beach,t,28,43,43,f,1,1.78
100.0,375.0,Private room in house,Pacific Heights,t,0,0,0,f,2,0.08
98.0,125.0,Entire apartment,Noe Valley,t,0,0,0,f,1,1.33
100.0,342.0,Entire condominium,Western Addition,f,0,0,0,f,1,0.15
96.0,59.0,Private room in apartment,Mission,t,30,60,90,t,2,1.61
92.0,116.0,Entire apartment,Nob Hill,t,0,0,0,f,8,0.07
96.0,80.0,Private room in house,Haight Ashbury,t,29,59,89,f,1,1.2
98.0,525.0,Entire house,Inner Sunset,f,6,12,19,f,1,0.28
94.0,59.0,Private room in loft,Mission,t,30,60,90,t,2,1.74
97.0,126.0,Entire condominium,Western Addition,f,5,35,65,f,2,2.49
99.0,450.0,Entire condominium,Haight Ashbury,t,0,0,0,t,1,1.42
99.0,139.0,Entire apartment,West of Twin Peaks,t,25,55,85,f,1,5.06
95.0,134.0,Entire house,Noe Valley,t,3,25,55,f,1,0.84
98.0,108.0,Private room in house,Twin Peaks,t,0,0,0,t,1,3.86
100.0,299.0,Private room in house,Marina,t,0,0,16,f,3,0.38
89.0,365.0,Entire apartment,Nob Hill,t,11,17,47,t,4,0.35
98.0,292.0,Entire condominium,Downtown/Civic Center,t,1,1,1,f,19,0.73
89.0,500.0,Private room in apartment,Potrero Hill,f,30,60,90,f,3,0.11
94.0,500.0,Private room in apartment,Potrero Hill,f,30,60,90,f,3,0.15
90.0,500.0,Private room in apartment,Potrero Hill,f,30,60,90,f,3,0.16
93.0,299.0,Entire condominium,Mission,t,0,0,0,f,2,0.13
97.0,61.0,Private room in house,Outer Sunset,t,27,57,86,f,3,5.24
94.0,93.0,Entire house,Mission,f,0,0,0,f,1,3.04
99.0,160.0,Entire guest suite,Noe Valley,t,0,0,0,f,1,3.64
98.0,240.0,Entire house,Bernal Heights,t,22,52,82,f,2,0.56
98.0,265.0,Entire condominium,Mission,t,0,0,0,f,1,1.27
100.0,250.0,Entire loft,South of Market,f,0,0,0,f,1,0.07
100.0,300.0,Private room in house,Noe Valley,t,29,59,89,f,3,0.14
100.0,245.0,Entire cottage,Noe Valley,t,24,54,84,f,1,1.74
80.0,146.0,Entire apartment,Western Addition,f,0,0,0,f,1,0.02
100.0,50.0,Private room in apartment,Mission,f,0,0,0,f,1,0.03
96.0,89.0,Entire loft,Bernal Heights,t,5,22,51,t,2,2.42
99.0,137.0,Private room in apartment,Castro/Upper Market,t,30,60,89,f,1,1.79
97.0,58.0,Private room in house,Outer Sunset,t,27,57,86,f,3,5.07
100.0,135.0,Entire apartment,Bernal Heights,t,0,0,0,f,1,2.82
100.0,58.0,Private room in apartment,Inner Richmond,f,30,60,90,t,1,0.03
100.0,375.0,Private room in loft,South of Market,f,29,59,89,f,1,0.06
98.0,371.0,Entire townhouse,Bernal Heights,t,0,29,59,t,3,0.49
99.0,114.0,Private room in townhouse,Mission,t,7,37,67,t,3,1.87
99.0,643.0,Entire house,Noe Valley,t,0,8,38,f,1,0.4
96.0,235.0,Entire apartment,Castro/Upper Market,f,3,28,58,f,1,0.42
96.0,99.0,Entire guest suite,Western Addition,t,0,0,0,t,1,3.7
100.0,180.0,Entire apartment,Western Addition,f,1,1,1,f,3,0.06
100.0,150.0,Private room in house,Twin Peaks,t,0,0,0,f,1,2.25
94.0,110.0,Private room in house,Bernal Heights,t,30,60,90,f,4,0.8
96.0,299.0,Entire condominium,Downtown/Civic Center,t,30,56,86,f,19,0.16
94.0,101.0,Entire guest suite,Haight Ashbury,t,23,53,82,t,3,1.22
84.0,66.0,Private room in apartment,North Beach,t,30,60,90,t,11,2.04
87.0,74.0,Private room in apartment,Chinatown,t,30,60,90,t,11,1.93
100.0,425.0,Entire house,Mission,t,9,9,9,f,1,0.36
98.0,110.0,Private room in house,Bernal Heights,t,0,0,0,f,1,2.09
100.0,52.0,Private room in house,Potrero Hill,f,0,0,0,f,1,0.09
100.0,370.0,Entire condominium,North Beach,f,1,1,1,f,13,0.04
100.0,125.0,Entire cottage,Mission,t,0,0,0,f,1,0.71
98.0,150.0,Entire condominium,Mission,t,0,0,0,f,2,0.15
97.0,102.0,Entire apartment,Ocean View,f,9,39,69,f,2,0.6
96.0,85.0,Private room in apartment,Noe Valley,t,21,51,81,t,8,0.5
99.0,350.0,Entire house,Noe Valley,f,10,40,70,f,1,0.79
94.0,90.0,Entire apartment,Potrero Hill,f,21,51,81,f,2,3.04
86.0,65.0,Room in boutique hotel,Downtown/Civic Center,f,27,49,49,t,51,1.0
89.0,65.0,Room in boutique hotel,Downtown/Civic Center,f,14,36,36,t,51,1.06
98.0,300.0,Entire house,Glen Park,f,30,60,90,f,1,0.3
100.0,265.0,Entire house,Noe Valley,f,29,59,89,f,1,0.2
96.0,200.0,Entire apartment,Noe Valley,f,0,28,58,f,1,0.14
98.0,175.0,Entire apartment,Nob Hill,t,8,20,21,f,1,0.74
100.0,252.0,Entire condominium,Financial District,f,9,39,69,f,13,0.02
99.0,292.0,Entire condominium,Downtown/Civic Center,t,30,60,90,f,19,0.23
94.0,1000.0,Entire loft,South of Market,f,30,60,90,f,1,0.27
100.0,185.0,Entire apartment,Noe Valley,t,0,0,0,f,1,0.24
98.0,135.0,Room in serviced apartment,Downtown/Civic Center,t,0,0,0,t,2,0.48
100.0,150.0,Private room in house,Potrero Hill,t,10,24,38,f,2,0.16
97.0,395.0,Entire house,Noe Valley,t,24,54,83,f,3,0.42
100.0,225.0,Entire condominium,Mission,f,0,0,0,f,1,0.05
100.0,150.0,Entire apartment,Castro/Upper Market,f,0,0,0,f,1,0.09
98.0,280.0,Entire condominium,Noe Valley,t,4,4,4,f,1,1.17
60.0,220.0,Entire apartment,Pacific Heights,f,29,59,89,f,13,0.03
98.0,103.0,Private room in apartment,Mission,t,0,0,0,f,1,1.51
98.0,85.0,Private room in house,Mission,t,0,0,0,f,1,1.53
97.0,400.0,Entire house,Mission,t,8,38,68,f,1,0.8
99.0,380.0,Entire house,Mission,f,30,60,90,f,1,0.83
94.0,219.0,Entire house,Outer Sunset,t,5,35,65,f,3,0.23
96.0,157.0,Entire house,Outer Sunset,t,13,20,38,t,3,1.21
95.0,71.0,Private room in house,Outer Richmond,t,6,28,51,f,3,1.86
85.0,30.0,Private room in apartment,Chinatown,f,13,43,73,t,3,0.19
96.0,266.0,Entire apartment,Noe Valley,t,4,34,64,f,1,1.72
98.0,148.0,Private room in townhouse,Western Addition,t,0,0,0,t,1,3.49
98.0,140.0,Private room in house,Presidio Heights,f,0,19,49,t,1,2.05
99.0,46.0,Private room in house,Outer Mission,t,24,46,46,f,2,0.3
97.0,200.0,Private room in apartment,Castro/Upper Market,t,0,0,0,f,3,0.28
96.0,97.0,Entire guest suite,Ocean View,t,9,39,69,t,1,2.26
100.0,1500.0,Entire house,Marina,f,0,0,0,f,1,0.03
96.0,195.0,Entire apartment,Mission,f,0,0,0,f,1,0.64
99.0,212.0,Private room in house,Ocean View,f,21,21,21,f,1,0.22
97.0,75.0,Private room in house,Glen Park,t,20,41,68,f,1,2.05
99.0,125.0,Private room in house,Inner Richmond,t,0,0,0,f,4,0.41
99.0,182.0,Entire house,Inner Sunset,t,4,34,43,t,1,2.27
96.0,159.0,Entire condominium,Mission,t,8,38,68,f,1,1.43
99.0,125.0,Private room in guest suite,Noe Valley,t,0,0,0,f,1,5.55
98.0,190.0,Private room in apartment,Golden Gate Park,t,24,54,84,f,1,0.59
98.0,250.0,Entire apartment,Bernal Heights,t,0,0,0,f,4,1.14
100.0,115.0,Private room in condominium,Noe Valley,t,0,0,0,f,3,0.96
99.0,179.0,Entire guest suite,Parkside,t,0,0,0,f,1,1.49
95.0,240.0,Entire house,Golden Gate Park,f,0,0,0,f,1,0.17
100.0,79.0,Entire apartment,Downtown/Civic Center,f,30,60,89,f,1,0.05
95.0,110.0,Entire house,Parkside,t,0,0,3,f,1,0.35
95.0,38.0,Shared room in bed and breakfast,North Beach,t,0,0,0,f,26,2.41
95.0,38.0,Shared room in bed and breakfast,North Beach,t,0,0,0,f,26,3.71
100.0,132.0,Entire apartment,Western Addition,f,0,0,0,f,1,0.09
99.0,79.0,Private room in house,Parkside,t,11,41,70,f,2,3.74
99.0,69.0,Private room in house,Lakeshore,t,0,0,0,f,2,2.9
100.0,50.0,Private room in apartment,Outer Mission,f,0,0,0,f,1,0.03
95.0,132.0,Private room in house,Bayview,f,0,0,0,f,1,0.17
87.0,69.0,Room in boutique hotel,Downtown/Civic Center,f,9,31,31,t,51,1.44
93.0,449.0,Entire condominium,Downtown/Civic Center,f,0,0,0,t,1,0.06
99.0,150.0,Entire apartment,Western Addition,t,30,60,90,f,6,0.26
95.0,875.0,Entire house,Castro/Upper Market,f,0,0,0,f,1,0.37
99.0,84.0,Private room in apartment,Potrero Hill,t,26,56,86,f,1,3.2
94.0,120.0,Private room in house,West of Twin Peaks,f,29,59,89,t,1,1.33
98.0,174.0,Entire condominium,South of Market,t,9,39,69,f,1,0.52
99.0,329.0,Entire condominium,Castro/Upper Market,f,0,0,0,f,1,0.28
91.0,150.0,Entire apartment,Nob Hill,f,24,54,84,f,1,1.67
96.0,112.0,Entire guest suite,Outer Richmond,f,0,0,0,f,1,5.2
95.0,120.0,Private room in apartment,Nob Hill,f,10,10,20,f,1,3.21
99.0,387.0,Entire condominium,Pacific Heights,f,18,20,28,f,1,0.28
89.0,95.0,Private room in house,Outer Sunset,f,30,60,90,f,5,1.44
92.0,60.0,Private room in house,Outer Sunset,f,18,48,78,f,5,0.95
92.0,75.0,Private room in house,Outer Sunset,f,18,48,78,f,5,1.5
98.0,95.0,Private room in condominium,Western Addition,t,0,25,55,f,2,3.83
97.0,155.0,Entire house,Bernal Heights,t,0,0,0,f,1,1.61
100.0,99.0,Entire apartment,Haight Ashbury,f,0,0,0,f,1,0.22
98.0,195.0,Entire loft,Western Addition,t,0,30,60,f,1,0.63
97.0,209.0,Entire apartment,Golden Gate Park,t,22,52,82,f,1,2.62
60.0,106.0,Entire guest suite,Bayview,f,30,60,90,f,15,0.05
100.0,191.0,Entire apartment,Potrero Hill,t,15,38,38,f,1,5.77
97.0,228.0,Entire guest suite,Noe Valley,t,29,59,89,f,1,4.59
93.0,80.0,Private room in house,Excelsior,t,30,52,62,f,3,1.46
100.0,225.0,Private room in house,Mission,t,29,59,89,f,3,0.88
96.0,38.0,Shared room in hostel,North Beach,t,0,0,0,f,26,2.7
100.0,225.0,Private room in house,Noe Valley,t,0,0,0,f,3,0.74
98.0,225.0,Entire guest suite,Bernal Heights,f,0,0,0,f,1,0.46
99.0,125.0,Private room in house,Castro/Upper Market,t,30,60,90,t,1,4.27
89.0,67.0,Room in boutique hotel,Downtown/Civic Center,f,14,36,36,t,51,1.7
97.0,250.0,Entire house,Outer Sunset,t,9,39,68,t,1,2.53
90.0,129.0,Entire guest suite,South of Market,f,30,53,53,f,1,0.41
96.0,332.0,Entire condominium,Mission,f,20,50,80,t,1,0.93
93.0,145.0,Entire apartment,Western Addition,f,10,40,70,t,1,1.97
97.0,339.0,Entire apartment,South of Market,f,30,60,90,f,1,0.34
100.0,689.0,Entire house,Haight Ashbury,f,8,38,68,f,3,0.71
98.0,150.0,Entire condominium,South of Market,t,0,30,60,f,1,0.24
96.0,10.0,Entire guest suite,Haight Ashbury,t,0,0,0,t,1,5.13
99.0,128.0,Entire apartment,Excelsior,t,26,56,86,f,1,3.35
96.0,232.0,Entire apartment,Pacific Heights,f,29,59,89,f,13,0.3
98.0,98.0,Private room in guest suite,Bayview,t,0,0,0,f,1,3.49
98.0,128.0,Entire guesthouse,Marina,t,15,45,75,f,2,3.07
89.0,62.0,Room in boutique hotel,Downtown/Civic Center,f,23,45,45,t,51,1.47
98.0,489.0,Entire condominium,Potrero Hill,t,0,0,0,f,2,0.88
98.0,1025.0,Entire house,Mission,t,11,41,71,f,1,1.2
97.0,185.0,Entire apartment,Western Addition,t,28,58,88,f,1,1.13
95.0,110.0,Entire apartment,West of Twin Peaks,t,0,0,0,t,1,2.78
98.0,525.0,Entire house,Mission,t,28,51,81,f,1,1.11
93.0,235.0,Entire condominium,Castro/Upper Market,t,30,60,90,f,1,0.13
95.0,352.0,Entire apartment,Inner Richmond,t,9,39,69,f,1,0.39
99.0,600.0,Entire loft,South of Market,f,0,0,0,f,1,0.36
67.0,145.0,Entire apartment,Haight Ashbury,f,0,0,0,f,1,0.06
99.0,599.0,Entire house,Potrero Hill,f,0,0,0,t,1,0.41
99.0,259.0,Entire condominium,Marina,t,6,6,9,t,1,1.28
100.0,85.0,Private room in loft,Potrero Hill,f,30,60,90,t,1,0.26
93.0,276.0,Entire apartment,Russian Hill,f,15,15,15,f,1,0.1
100.0,226.0,Private room in apartment,Castro/Upper Market,t,30,60,89,f,2,0.37
100.0,175.0,Entire apartment,Marina,t,23,53,83,f,1,1.53
100.0,650.0,Entire house,Outer Mission,f,25,25,25,f,1,0.59
94.0,178.0,Private room in guest suite,Russian Hill,t,21,51,81,f,1,5.42
100.0,799.0,Entire condominium,Financial District,f,8,38,68,f,4,0.04
98.0,117.0,Private room in apartment,Western Addition,f,0,0,0,t,1,0.14
95.0,275.0,Entire apartment,Inner Richmond,f,0,0,0,t,1,0.25
98.0,306.0,Entire condominium,Downtown/Civic Center,t,30,60,90,f,19,0.2
