review_scores_rating,price,property_type,neighbourhood_cleansed,host_is_superhost,availability_30,availability_60,availability_90,instant_bookable,calculated_host_listings_count,reviews_per_month
86.0,85.0,Private room in hostel,Financial District,f,0,0,0,t,21,0.36
86.0,60.0,Entire house,Inner Sunset,f,1,1,1,f,1,0.35
97.0,79.0,Entire apartment,Nob Hill,t,0,0,11,f,5,0.21
96.0,135.0,Entire guest suite,Bayview,f,5,5,29,t,1,4.34
100.0,99.0,Private room in house,Marina,f,0,0,0,t,10,0.04
95.0,160.0,Entire house,Bernal Heights,t,0,0,0,f,4,0.83
100.0,175.0,Entire guesthouse,Haight Ashbury,t,5,5,30,f,2,0.13
99.0,63.0,Private room in house,Outer Mission,t,30,60,90,t,4,1.34
100.0,750.0,Entire house,Mission,f,24,54,84,f,1,0.03
100.0,350.0,Entire apartment,Haight Ashbury,t,0,0,0,f,2,0.13
99.0,243.0,Entire condominium,Downtown/Civic Center,t,6,31,61,f,21,1.29
100.0,243.0,Entire condominium,Downtown/Civic Center,t,6,31,61,f,21,1.63
99.0,243.0,Entire condominium,Downtown/Civic Center,t,6,30,60,f,21,1.26
98.0,110.0,Entire guest suite,Bernal Heights,t,27,57,86,f,1,6.46
96.0,345.0,Private room in house,West of Twin Peaks,t,30,60,89,t,10,0.64
98.0,86.0,Private room in apartment,Glen Park,f,0,0,0,f,2,0.38
98.0,145.0,Entire guest suite,Outer Sunset,t,1,30,60,f,1,4.83
100.0,163.0,Entire house,Mission,t,5,35,64,t,1,1.75
100.0,118.0,Entire apartment,Noe Valley,f,0,0,0,f,39,0.04
99.0,145.0,Entire house,Potrero Hill,f,0,0,9,f,1,2.07
40.0,160.0,Entire apartment,Haight Ashbury,f,30,60,90,f,34,0.04
100.0,90.0,Entire apartment,Inner Sunset,f,8,38,68,f,34,0.03
92.0,195.0,Entire apartment,Excelsior,f,30,60,90,t,1,0.33
100.0,79.0,Entire serviced apartment,Haight Ashbury,f,0,0,0,t,80,0.06
99.0,75.0,Private room in apartment,Haight Ashbury,f,30,60,80,f,3,1.2
99.0,225.0,Entire condominium,Castro/Upper Market,t,18,28,58,f,2,0.87
99.0,200.0,Private room in apartment,Pacific Heights,t,16,40,61,f,3,4.05
85.0,70.0,Entire apartment,Nob Hill,f,7,13,43,f,1,0.13
83.0,90.0,Entire apartment,Haight Ashbury,f,29,59,89,f,34,0.38
100.0,450.0,Entire house,Castro/Upper Market,t,0,0,0,f,1,1.15
100.0,295.0,Entire apartment,Russian Hill,f,30,60,90,t,1,0.56
100.0,103.0,Entire guesthouse,Bayview,f,0,0,0,f,1,0.58
100.0,110.0,Entire condominium,Downtown/Civic Center,f,21,51,81,f,24,0.12
95.0,75.0,Private room in apartment,Castro/Upper Market,f,0,8,38,f,1,4.5
96.0,98.0,Entire apartment,Outer Sunset,f,0,0,0,f,1,0.67
96.0,107.0,Entire guest suite,Inner Richmond,f,30,60,90,t,2,0.16
88.0,87.0,Entire apartment,Western Addition,f,0,0,0,f,12,0.29
60.0,99.0,Private room in house,Marina,f,29,59,89,t,10,0.03
96.0,104.0,Entire apartment,Outer Sunset,t,5,13,42,t,3,2.41
100.0,85.0,Private room in apartment,Inner Richmond,t,0,0,0,f,1,0.92
98.0,75.0,Private room in guest suite,Excelsior,t,14,44,74,f,4,5.19
60.0,114.0,Entire apartment,Chinatown,f,28,58,88,f,106,0.07
99.0,95.0,Private room in apartment,Castro/Upper Market,t,0,0,0,f,2,0.56
98.0,105.0,Private room in apartment,Western Addition,t,17,47,77,t,2,2.07
97.0,55.0,Private room in house,Outer Mission,t,0,0,0,f,4,1.1
97.0,268.0,Entire house,Twin Peaks,t,21,21,50,t,1,3.89
80.0,69.0,Private room in house,Marina,f,30,60,89,t,10,0.11
93.0,207.0,Entire townhouse,Inner Sunset,t,30,60,81,t,2,3.53
100.0,43.0,Private room in house,Outer Mission,f,30,60,90,t,4,0.04
100.0,90.0,Entire apartment,Mission,f,30,60,90,f,146,0.13
98.0,195.0,Private room in house,Inner Sunset,t,18,48,78,t,1,2.56
100.0,1795.0,Entire house,Western Addition,f,27,57,87,f,1,0.3
98.0,189.0,Private room in apartment,Pacific Heights,t,16,41,61,f,3,3.55
100.0,145.0,Entire apartment,South of Market,t,30,60,90,f,1,0.24
60.0,100.0,Entire apartment,Marina,f,30,60,90,f,34,0.09
100.0,100.0,Entire condominium,Visitacion Valley,f,0,0,9,f,3,0.06
100.0,105.0,Private room in apartment,Haight Ashbury,f,0,0,0,t,2,0.51
100.0,215.0,Private room in loft,South of Market,f,0,0,0,t,1,0.34
88.0,55.0,Private room in apartment,Inner Sunset,t,8,38,68,f,20,0.16
92.0,75.0,Entire guest suite,Visitacion Valley,t,0,7,37,t,4,6.32
100.0,99.0,Entire apartment,Inner Sunset,t,0,0,0,f,20,0.03
100.0,91.0,Entire apartment,Downtown/Civic Center,f,30,60,90,f,146,0.06
98.0,68.0,Private room in house,Seacliff,f,30,60,90,t,4,0.57
100.0,90.0,Private room in house,Noe Valley,t,0,0,17,f,1,2.39
65.0,105.0,Entire apartment,Haight Ashbury,f,30,60,90,f,34,0.13
100.0,131.0,Entire apartment,Western Addition,f,30,60,81,f,1,0.52
100.0,76.0,Entire condominium,Western Addition,f,0,0,9,f,24,0.07
100.0,135.0,Private room in house,Castro/Upper Market,t,0,0,0,f,2,1.72
100.0,260.0,Entire condominium,Noe Valley,f,0,0,0,f,1,0.03
80.0,125.0,Entire apartment,Haight Ashbury,f,30,60,90,f,34,0.22
96.0,89.0,Entire apartment,Downtown/Civic Center,f,29,59,89,f,146,0.15
93.0,208.0,Entire apartment,Mission,f,1,31,61,f,39,0.1
70.0,85.0,Entire apartment,Downtown/Civic Center,f,29,59,89,f,146,0.13
95.0,50.0,Private room in apartment,Inner Sunset,t,8,38,68,f,20,0.14
96.0,550.0,Entire house,Bernal Heights,f,0,0,0,f,1,0.46
80.0,130.0,Entire apartment,Mission,f,28,58,88,f,106,0.04
100.0,130.0,Entire apartment,Mission,f,28,58,88,f,106,0.04
90.0,130.0,Entire apartment,Mission,f,28,58,88,f,106,0.1
100.0,140.0,Entire apartment,Chinatown,f,28,58,88,f,106,0.07
94.0,399.0,Private room in apartment,South of Market,f,30,60,90,f,2,1.94
92.0,128.0,Entire house,Visitacion Valley,f,30,60,90,f,2,1.65
85.0,60.0,Entire apartment,Haight Ashbury,f,10,40,70,t,4,0.15
97.0,129.0,Private room in house,Parkside,f,0,0,0,t,1,0.89
20.0,88.0,Entire apartment,Downtown/Civic Center,f,29,59,89,f,146,0.04
92.0,42.0,Private room in house,Bayview,t,30,60,89,t,5,0.29
96.0,40.0,Private room in house,Bayview,t,10,40,69,t,5,0.29
93.0,40.0,Private room in house,Bayview,t,0,0,10,t,5,0.26
100.0,89.0,Entire apartment,Downtown/Civic Center,f,28,58,88,f,146,0.03
80.0,48.0,Private room in house,Outer Mission,f,30,60,90,f,4,0.06
98.0,128.0,Entire house,Outer Sunset,t,5,6,6,t,1,4.06
87.0,93.0,Private room in house,Marina,f,30,60,90,t,10,0.1
96.0,89.0,Private room in house,Russian Hill,f,30,60,90,t,10,0.16
100.0,100.0,Entire apartment,Western Addition,t,0,8,38,f,9,0.06
96.0,265.0,Entire apartment,Potrero Hill,t,22,52,82,f,1,1.24
100.0,270.0,Entire apartment,Castro/Upper Market,t,18,28,58,f,2,1.41
100.0,100.0,Entire guest suite,Haight Ashbury,t,0,5,35,f,1,0.35
100.0,149.0,Room in boutique hotel,Downtown/Civic Center,f,30,60,90,f,2,0.28
100.0,215.0,Private room in condominium,South of Market,t,0,0,0,f,1,0.75
100.0,89.0,Entire apartment,Pacific Heights,f,30,60,90,f,34,0.06
100.0,710.0,Castle,Bayview,t,17,47,77,f,7,0.54
70.0,165.0,Entire apartment,North Beach,f,0,7,37,f,34,0.11
100.0,135.0,Entire apartment,Castro/Upper Market,t,0,0,0,t,1,0.35
99.0,275.0,Private room in apartment,Noe Valley,t,0,0,0,f,2,0.94
77.0,42.0,Private room in house,Western Addition,f,30,60,90,t,14,0.18
88.0,46.0,Private room in house,Mission,f,30,60,90,f,2,0.28
93.0,125.0,Entire condominium,Potrero Hill,t,30,30,59,t,3,0.13
100.0,379.0,Entire house,Twin Peaks,f,0,0,0,f,1,0.17
100.0,75.0,Entire apartment,Western Addition,t,25,29,59,f,9,0.11
100.0,800.0,Entire house,Inner Richmond,f,18,48,78,f,1,0.07
100.0,206.0,Entire house,Nob Hill,f,0,0,0,f,24,0.08
100.0,97.0,Entire apartment,Mission,f,11,18,48,f,1,0.26
100.0,89.0,Entire apartment,Mission,f,29,59,89,f,146,0.03
100.0,89.0,Entire apartment,Mission,f,30,60,90,f,146,0.03
93.0,156.0,Entire apartment,Haight Ashbury,f,30,60,90,f,39,0.09
96.0,60.0,Entire apartment,Haight Ashbury,f,1,31,61,t,4,0.29
97.0,119.0,Entire apartment,Russian Hill,t,0,0,0,f,1,0.72
93.0,54.0,Private room in apartment,Inner Sunset,t,9,39,69,f,20,0.26
100.0,150.0,Entire condominium,Bernal Heights,f,24,54,84,f,2,0.03
98.0,600.0,Entire condominium,South of Market,t,21,51,81,f,1,0.63
89.0,44.0,Private room in apartment,Outer Sunset,f,30,60,90,f,11,0.21
80.0,79.0,Entire apartment,Downtown/Civic Center,f,29,59,89,f,146,0.13
93.0,60.0,Room in hostel,Haight Ashbury,f,0,0,0,t,43,2.0
93.0,169.0,Room in boutique hotel,Downtown/Civic Center,t,0,0,0,f,38,0.67
80.0,90.0,Entire apartment,Mission,f,0,0,0,f,146,0.07
97.0,71.0,Private room in house,Outer Mission,t,0,0,0,t,2,5.13
98.0,127.0,Private room in apartment,South of Market,t,0,0,0,f,3,3.11
100.0,833.0,Entire townhouse,Castro/Upper Market,t,30,60,90,f,4,0.11
97.0,175.0,Private room,Castro/Upper Market,t,30,60,89,f,4,1.39
97.0,137.0,Entire guest suite,Noe Valley,t,0,0,0,f,1,2.69
97.0,139.0,Entire house,Potrero Hill,t,0,7,37,t,1,0.55
98.0,125.0,Private room,Castro/Upper Market,t,30,60,90,f,4,1.54
100.0,110.0,Entire apartment,Chinatown,f,28,58,88,f,106,0.12
97.0,71.0,Private room in house,Outer Richmond,t,0,0,0,t,3,5.78
99.0,180.0,Entire apartment,Castro/Upper Market,t,14,44,73,t,3,1.75
100.0,750.0,Entire house,Pacific Heights,f,0,0,0,t,1,0.11
98.0,187.0,Room in hotel,Downtown/Civic Center,t,30,60,90,f,34,0.57
80.0,105.0,Entire apartment,Downtown/Civic Center,f,29,59,89,f,146,0.03
100.0,65.0,Private room in guest suite,Inner Sunset,f,29,59,89,f,1,0.11
95.0,103.0,Entire guest suite,Bayview,f,2,32,62,t,1,0.18
96.0,90.0,Entire guest suite,Bayview,f,5,7,32,f,2,5.45
100.0,69.0,Entire apartment,Inner Sunset,t,20,50,80,f,20,0.25
97.0,105.0,Private room,Castro/Upper Market,t,30,60,90,t,4,1.53
100.0,66.0,Private room in house,Mission,f,30,60,90,f,2,0.18
100.0,87.0,Entire apartment,Western Addition,t,0,0,0,f,9,0.24
99.0,90.0,Entire guest suite,Excelsior,t,5,25,51,f,1,1.86
98.0,271.0,Private room in house,Haight Ashbury,t,30,60,90,f,3,0.67
100.0,400.0,Entire house,Glen Park,f,0,0,0,t,1,0.17
98.0,71.0,Private room in house,Outer Mission,t,30,60,90,t,2,4.36
95.0,110.0,Private room in apartment,Noe Valley,f,30,60,90,t,1,2.07
100.0,122.0,Private room in apartment,Mission,t,4,4,4,f,2,3.48
76.0,79.0,Room in boutique hotel,Downtown/Civic Center,f,0,0,0,t,42,0.15
83.0,79.0,Room in boutique hotel,Downtown/Civic Center,f,0,0,0,t,42,0.37
80.0,79.0,Room in boutique hotel,Downtown/Civic Center,f,0,0,0,t,42,0.15
82.0,79.0,Room in boutique hotel,Downtown/Civic Center,f,0,0,0,t,42,0.27
73.0,79.0,Room in boutique hotel,Downtown/Civic Center,f,0,0,0,t,42,0.09
90.0,79.0,Room in boutique hotel,Downtown/Civic Center,f,0,0,0,t,42,0.25
76.0,79.0,Room in boutique hotel,Downtown/Civic Center,f,0,0,0,t,42,0.15
87.0,79.0,Room in boutique hotel,Downtown/Civic Center,f,0,0,0,t,42,0.42
93.0,100.0,Entire apartment,Castro/Upper Market,f,0,0,0,f,2,0.18
78.0,79.0,Room in boutique hotel,Downtown/Civic Center,f,0,0,0,t,42,0.39
90.0,79.0,Room in boutique hotel,Downtown/Civic Center,f,0,0,0,t,42,0.24
90.0,79.0,Room in boutique hotel,Downtown/Civic Center,f,0,0,0,t,42,0.06
60.0,79.0,Room in boutique hotel,Downtown/Civic Center,f,0,0,0,t,42,0.03
90.0,79.0,Room in boutique hotel,Downtown/Civic Center,f,0,0,0,t,42,0.3
85.0,79.0,Room in boutique hotel,Downtown/Civic Center,f,0,0,0,t,42,0.12
80.0,79.0,Room in boutique hotel,Downtown/Civic Center,f,0,0,0,t,42,0.12
90.0,155.0,Entire townhouse,South of Market,f,21,51,81,t,80,0.12
99.0,189.0,Entire apartment,Castro/Upper Market,t,0,0,15,f,2,0.49
80.0,498.0,Entire loft,Mission,f,30,60,90,t,1,0.07
86.0,79.0,Room in boutique hotel,Downtown/Civic Center,f,0,0,0,t,42,0.85
85.0,79.0,Room in boutique hotel,Downtown/Civic Center,f,0,0,0,t,42,0.39
83.0,79.0,Room in boutique hotel,Downtown/Civic Center,f,0,0,0,t,42,0.24
80.0,79.0,Room in boutique hotel,Downtown/Civic Center,f,0,0,0,t,42,0.16
80.0,79.0,Room in boutique hotel,Downtown/Civic Center,f,0,0,0,t,42,0.09
78.0,79.0,Room in boutique hotel,Downtown/Civic Center,f,0,0,0,t,42,0.39
86.0,79.0,Room in boutique hotel,Downtown/Civic Center,f,0,0,0,t,42,0.21
100.0,79.0,Room in boutique hotel,Downtown/Civic Center,f,0,0,0,t,42,0.06
90.0,79.0,Room in boutique hotel,Downtown/Civic Center,f,0,0,0,t,42,0.12
87.0,79.0,Private room in guest suite,Crocker Amazon,f,30,60,90,t,5,0.45
98.0,82.0,Private room in guest suite,Crocker Amazon,f,30,60,90,t,5,0.56
97.0,82.0,Private room in house,Crocker Amazon,f,2,32,62,t,5,0.21
60.0,88.0,Entire apartment,Downtown/Civic Center,f,29,59,89,f,146,0.04
99.0,104.0,Private room in house,Chinatown,t,0,0,11,f,3,2.75
90.0,85.0,Entire apartment,Downtown/Civic Center,f,29,59,89,f,146,0.07
100.0,115.0,Entire apartment,Noe Valley,f,8,38,68,f,2,0.06
99.0,85.0,Private room in townhouse,Bernal Heights,t,0,0,0,t,1,0.64
100.0,55.0,Private room in house,Outer Mission,t,0,0,0,f,1,0.21
97.0,350.0,Entire apartment,Castro/Upper Market,t,25,39,39,t,2,0.23
99.0,111.0,Entire guest suite,Castro/Upper Market,t,0,0,0,f,3,4.27
100.0,1600.0,Entire house,Potrero Hill,f,3,3,3,f,1,0.15
100.0,109.0,Entire condominium,Nob Hill,t,0,0,0,f,17,0.11
94.0,145.0,Entire guest suite,Outer Sunset,f,0,0,4,f,1,2.34
100.0,195.0,Entire condominium,Western Addition,f,29,59,89,f,1,0.24
100.0,425.0,Entire apartment,Inner Richmond,f,30,60,90,f,1,0.06
100.0,95.0,Entire apartment,Outer Sunset,t,9,9,9,f,1,0.39
100.0,125.0,Private room in house,Potrero Hill,t,30,60,90,t,2,3.18
90.0,321.0,Entire house,Outer Richmond,f,0,0,1,t,2,0.12
100.0,45.0,Private room in apartment,Chinatown,t,30,60,90,t,5,0.14
94.0,110.0,Private room in house,Inner Richmond,t,30,60,90,t,3,2.38
100.0,160.0,Private room in apartment,South of Market,f,30,60,89,t,1,0.07
96.0,82.0,Entire guest suite,Haight Ashbury,f,0,0,23,f,1,0.28
88.0,57.0,Private room in house,Bayview,t,30,60,90,t,4,1.3
94.0,57.0,Private room in house,Bayview,t,30,60,90,t,4,1.38
96.0,57.0,Private room in house,Bayview,t,0,0,0,t,4,1.1
87.0,66.0,Entire serviced apartment,Western Addition,f,30,60,90,t,80,0.1
100.0,94.0,Entire serviced apartment,Western Addition,f,0,0,0,t,80,0.08
100.0,90.0,Entire apartment,Mission,f,29,59,89,f,146,0.06
70.0,105.0,Entire apartment,Haight Ashbury,f,8,38,68,f,34,0.09
100.0,109.0,Private room in house,Crocker Amazon,t,0,0,0,f,3,2.53
82.0,69.0,Room in boutique hotel,Downtown/Civic Center,f,0,0,0,t,42,0.87
80.0,69.0,Room in boutique hotel,Downtown/Civic Center,f,0,0,0,t,42,0.56
87.0,69.0,Room in boutique hotel,Downtown/Civic Center,f,0,0,0,t,42,0.78
99.0,110.0,Entire house,Western Addition,t,12,18,33,t,1,5.32
99.0,105.0,Entire guest suite,Glen Park,t,26,26,26,f,2,4.71
99.0,245.0,Entire apartment,South of Market,t,16,46,76,f,3,0.82
100.0,283.0,Entire house,Potrero Hill,f,15,38,40,f,1,0.03
98.0,500.0,Entire apartment,Castro/Upper Market,f,30,52,52,f,1,0.9
95.0,290.0,Private room in apartment,Western Addition,t,27,57,87,f,1,0.83
94.0,60.0,Entire serviced apartment,Chinatown,t,0,0,0,t,55,1.23
90.0,75.0,Room in boutique hotel,Downtown/Civic Center,f,0,0,0,t,42,0.08
80.0,75.0,Room in boutique hotel,Downtown/Civic Center,f,0,0,0,t,42,0.06
80.0,75.0,Room in boutique hotel,Downtown/Civic Center,f,0,0,0,t,42,0.06
85.0,75.0,Room in boutique hotel,Downtown/Civic Center,f,0,0,0,t,42,0.24
90.0,75.0,Room in boutique hotel,Downtown/Civic Center,f,0,0,0,t,42,0.06
100.0,75.0,Room in boutique hotel,Downtown/Civic Center,f,0,0,0,t,42,0.06
100.0,75.0,Room in boutique hotel,Downtown/Civic Center,f,0,0,0,t,42,0.03
80.0,75.0,Room in boutique hotel,Downtown/Civic Center,f,0,0,0,t,42,0.11
70.0,75.0,Room in boutique hotel,Downtown/Civic Center,f,0,0,0,t,42,0.06
100.0,75.0,Room in boutique hotel,Downtown/Civic Center,f,0,0,0,t,42,0.03
100.0,329.0,Entire condominium,Bernal Heights,f,30,60,89,f,1,0.29
98.0,71.0,Private room in apartment,Mission,t,0,19,19,f,1,3.61
99.0,169.0,Room in hotel,Downtown/Civic Center,t,0,0,0,f,38,1.6
100.0,313.0,Private room in house,Western Addition,f,30,60,90,f,2,0.09
100.0,243.0,Entire house,Bernal Heights,t,0,0,0,f,2,0.34
98.0,199.0,Room in hotel,Downtown/Civic Center,t,0,0,0,f,38,0.75
98.0,199.0,Room in hotel,Downtown/Civic Center,t,0,0,0,f,38,0.48
99.0,179.0,Room in hotel,Downtown/Civic Center,t,0,0,0,f,38,0.42
99.0,179.0,Entire guest suite,Bernal Heights,t,29,59,89,t,1,2.7
97.0,199.0,Room in hotel,Downtown/Civic Center,t,0,0,0,f,38,0.9
95.0,169.0,Room in hotel,Downtown/Civic Center,t,0,0,0,f,38,0.85
84.0,110.0,Entire guest suite,Bayview,f,4,30,59,f,1,2.59
98.0,177.0,Room in hotel,Downtown/Civic Center,t,0,0,0,f,38,0.5
98.0,300.0,Entire house,Golden Gate Park,t,0,0,0,f,1,0.77
90.0,105.0,Entire condominium,Bernal Heights,t,30,60,90,f,10,0.56
96.0,140.0,Entire apartment,Castro/Upper Market,t,0,0,0,f,1,1.03
100.0,300.0,Entire apartment,Mission,f,0,0,0,t,1,0.39
98.0,173.0,Private room in house,Russian Hill,t,0,0,0,f,3,3.1
100.0,395.0,Entire apartment,Haight Ashbury,t,0,0,10,f,1,1.07
100.0,199.0,Room in hotel,Downtown/Civic Center,t,0,0,0,f,38,0.76
98.0,189.0,Entire apartment,Mission,t,0,9,39,f,1,2.13
98.0,125.0,Entire guest suite,Outer Sunset,t,0,0,0,f,1,2.2
97.0,218.0,Private room in bed and breakfast,Western Addition,t,23,53,83,t,5,0.58
100.0,237.0,Private room in bed and breakfast,Western Addition,t,28,58,88,t,5,0.5
100.0,127.0,Entire apartment,Haight Ashbury,f,30,60,90,f,34,0.07
87.0,90.0,Entire apartment,Inner Sunset,f,30,60,90,f,34,0.2
100.0,59.0,Entire house,Parkside,t,30,60,90,f,20,0.3
100.0,51.0,Private room in apartment,Parkside,t,30,60,90,f,20,0.15
100.0,480.0,Entire condominium,Western Addition,t,0,0,0,f,2,0.13
96.0,65.0,Private room in house,Bayview,f,30,60,89,f,2,2.3
95.0,80.0,Private room in apartment,Bernal Heights,t,0,0,0,f,2,1.42
99.0,225.0,Room in hotel,Downtown/Civic Center,t,0,0,0,f,38,0.69
90.0,85.0,Entire apartment,Downtown/Civic Center,f,30,60,90,f,146,0.12
96.0,53.0,Entire house,Outer Richmond,f,0,30,60,t,1,1.45
98.0,199.0,Room in boutique hotel,Downtown/Civic Center,t,0,0,0,f,38,0.26
99.0,328.0,Entire apartment,Outer Richmond,t,28,58,88,f,2,1.19
99.0,227.0,Entire apartment,Outer Richmond,t,0,0,0,t,2,3.89
95.0,250.0,Entire house,Bernal Heights,f,0,9,30,f,1,1.13
100.0,100.0,Entire condominium,Bayview,f,28,58,87,t,1,0.14
100.0,549.0,Entire condominium,Potrero Hill,f,0,0,0,f,1,0.54
99.0,140.0,Entire guest suite,Bernal Heights,t,6,33,63,t,1,2.35
100.0,300.0,Entire apartment,Downtown/Civic Center,f,28,58,88,t,1,0.24
97.0,171.0,Room in boutique hotel,Downtown/Civic Center,t,0,0,0,f,38,0.78
88.0,350.0,Private room in apartment,Chinatown,f,29,59,89,f,2,0.17
90.0,62.0,Private room in house,Seacliff,f,30,60,90,t,4,0.64
100.0,45.0,Private room in house,Outer Sunset,f,30,60,90,f,3,0.24
96.0,208.0,Entire guesthouse,Outer Mission,f,25,34,34,t,1,1.76
97.0,91.0,Entire loft,Outer Sunset,t,9,39,62,f,1,3.04
99.0,160.0,Entire apartment,Bayview,t,9,39,69,t,1,1.43
90.0,89.0,Entire apartment,Mission,f,30,60,90,f,146,0.08
100.0,81.0,Entire apartment,Downtown/Civic Center,f,29,59,89,f,146,0.17
100.0,200.0,Entire apartment,Excelsior,t,28,58,88,f,1,1.02
100.0,53.0,Private room in house,Outer Mission,f,28,58,88,t,4,0.07
99.0,135.0,Entire house,Inner Richmond,t,0,0,0,f,1,3.29
100.0,250.0,Entire house,Glen Park,f,29,59,88,f,11,0.08
100.0,155.0,Entire serviced apartment,Russian Hill,f,29,59,89,f,11,0.04
60.0,82.0,Entire apartment,Downtown/Civic Center,f,29,56,86,f,146,0.13
100.0,231.0,Entire condominium,Western Addition,t,18,18,18,f,3,1.22
98.0,160.0,Entire apartment,Mission,f,30,60,90,f,1,0.98
98.0,185.0,Entire house,Ocean View,f,15,44,74,f,1,5.98
99.0,750.0,Entire condominium,Pacific Heights,f,28,58,88,f,1,0.48
91.0,119.0,Entire apartment,Russian Hill,f,23,53,83,f,1,0.68
90.0,66.0,Private room in house,Bernal Heights,f,6,36,66,t,1,2.81
89.0,180.0,Entire apartment,Downtown/Civic Center,f,0,0,0,t,1,3.65
99.0,79.0,Private room in apartment,South of Market,t,30,37,37,f,1,2.43
96.0,90.0,Entire apartment,Haight Ashbury,f,0,8,38,f,34,0.3
96.0,555.0,Private room in hostel,North Beach,t,0,0,0,f,26,1.46
97.0,210.0,Entire house,Outer Mission,t,27,57,76,f,1,3.26
100.0,100.0,Entire apartment,Castro/Upper Market,f,21,51,81,t,1,0.13
98.0,140.0,Entire condominium,Marina,t,30,60,90,f,1,2.49
97.0,95.0,Entire serviced apartment,Nob Hill,t,0,0,0,t,55,1.14
98.0,325.0,Entire guest suite,Castro/Upper Market,f,0,0,0,f,1,0.91
99.0,213.0,Entire condominium,Mission,t,4,4,4,f,1,0.7
97.0,27.0,Shared room in house,Russian Hill,t,1,1,1,t,24,0.27
90.0,75.0,Private room in house,Crocker Amazon,f,30,60,90,t,5,0.25
100.0,90.0,Entire apartment,Haight Ashbury,f,30,60,90,f,34,0.41
97.0,168.0,Entire guest suite,Noe Valley,t,0,0,0,f,1,1.21
99.0,1100.0,Entire house,Castro/Upper Market,t,0,8,38,f,1,0.96
100.0,457.0,Entire townhouse,Noe Valley,f,0,0,0,f,1,0.31
99.0,135.0,Entire apartment,Western Addition,t,0,0,0,f,2,2.96
100.0,120.0,Entire guest suite,Parkside,t,10,38,61,f,1,5.05
100.0,400.0,Entire house,Mission,t,3,3,3,f,3,0.98
100.0,131.0,Private room in house,Mission,t,0,0,0,f,3,0.27
100.0,100.0,Private room in house,Mission,t,0,0,0,f,3,0.12
100.0,289.0,Entire house,Marina,t,26,31,31,f,1,0.61
80.0,107.0,Entire apartment,Haight Ashbury,f,9,39,69,f,34,0.07
100.0,63.0,Private room in house,Ocean View,f,11,11,11,f,1,0.25
96.0,130.0,Entire apartment,North Beach,f,24,24,24,f,4,0.18
100.0,107.0,Entire apartment,Russian Hill,f,28,58,88,f,106,0.14
99.0,180.0,Private room in house,Inner Richmond,t,29,59,88,f,1,2.94
99.0,146.0,Entire apartment,Ocean View,t,5,31,61,f,2,1.46
96.0,200.0,Room in boutique hotel,Western Addition,f,30,60,89,t,14,0.35
80.0,79.0,Entire apartment,Downtown/Civic Center,f,29,59,89,f,146,0.04
99.0,183.0,Entire condominium,Downtown/Civic Center,t,0,0,0,f,2,0.58
98.0,300.0,Room in boutique hotel,Western Addition,f,30,60,89,t,14,0.58
100.0,200.0,Room in boutique hotel,Western Addition,f,30,60,89,t,14,0.38
100.0,300.0,Room in boutique hotel,Western Addition,f,30,60,89,t,14,0.11
100.0,200.0,Room in boutique hotel,Western Addition,f,30,60,89,t,14,0.19
100.0,200.0,Room in boutique hotel,Western Addition,f,30,60,89,t,14,0.13
100.0,99.0,Entire apartment,South of Market,f,30,60,90,f,8,0.03
100.0,300.0,Room in boutique hotel,Western Addition,f,30,60,89,t,14,0.19
98.0,300.0,Room in boutique hotel,Western Addition,f,0,0,0,t,14,0.63
100.0,200.0,Room in boutique hotel,Western Addition,f,30,60,89,t,14,0.58
93.0,200.0,Room in boutique hotel,Western Addition,f,30,60,89,t,14,0.2
99.0,300.0,Room in boutique hotel,Western Addition,f,30,60,89,t,14,0.61
100.0,300.0,Room in boutique hotel,Western Addition,f,30,60,89,t,14,0.03
99.0,279.0,Entire house,Excelsior,t,0,0,0,t,2,0.87
100.0,300.0,Entire condominium,Mission,f,0,0,0,t,1,0.06
98.0,199.0,Entire house,Excelsior,t,0,19,49,f,1,1.9
100.0,200.0,Entire condominium,North Beach,t,0,0,0,f,17,0.07
97.0,200.0,Room in boutique hotel,Western Addition,f,30,60,89,t,14,0.57
99.0,200.0,Room in boutique hotel,Western Addition,f,30,60,89,t,14,0.57
94.0,51.0,Private room in house,Inner Richmond,f,20,50,73,f,5,6.27
98.0,136.0,Entire house,Lakeshore,t,0,0,0,t,1,1.0
100.0,57.0,Entire guest suite,Parkside,t,19,49,79,f,20,0.13
95.0,95.0,Entire serviced apartment,Downtown/Civic Center,t,0,0,0,t,55,0.84
98.0,95.0,Entire serviced apartment,Nob Hill,t,0,0,0,t,55,0.25
100.0,225.0,Room in boutique hotel,Chinatown,f,0,0,9,t,36,0.15
80.0,115.0,Entire serviced apartment,Downtown/Civic Center,t,0,0,0,t,55,0.08
98.0,95.0,Entire guest suite,Haight Ashbury,t,22,22,51,f,1,2.28
92.0,49.0,Entire guesthouse,Bayview,f,7,7,18,t,1,0.32
95.0,30.0,Shared room in hostel,Haight Ashbury,f,0,0,0,t,43,1.38
94.0,30.0,Shared room in hostel,Haight Ashbury,f,0,0,0,t,43,1.83
93.0,28.0,Shared room in hostel,Haight Ashbury,f,0,0,0,t,43,1.81
95.0,31.0,Shared room in hostel,Haight Ashbury,f,0,0,0,t,43,1.94
80.0,39.0,Private room in hostel,Downtown/Civic Center,f,0,0,0,t,1,0.04
